,Body ID,Headline,Stance
8540,1093,ওয়েস্ট ইন্ডিজ গে মাশরাফি,agree
8541,2439,চেকপোস্ট পুলিশ পালা খুনি,agree
8542,1935,সম থ্রিকোয়ার্ প্যান্ট,unrelated
8543,399,জঙ্গিবাদ সামাজিক রুখ হবে: আইজি,unrelated
8544,3374,গৃহপরিচারিকা ধর্ষণ হত্যা: রংপুর সাবেক এ স্ত্রী যাবজ্জী,unrelated
8545,3564,মার্চএপ্রিল চাঁদ দ্বিতীয়বার পাঠা ভারত,agree
8546,568,জিতল জার্মান হারল অভিবাসী,unrelated
8547,135,ও বৃদ্ধি দায়ী কম ঘুম,unrelated
8548,3303,মুজিবনগ দিব ইতিহাস তাৎপর্য ধর,agree
8549,195,সা অপরাধ উদ্বিগ্ন পুলিশ অভিযোগ পাহাড়,unrelated
8550,1661,অন্দর ফুলপা,agree
8551,1413,বাংলাদাশ স্যাটেলাইট উৎক্ষেপণ অংশীদা পার গর্বিত যুক্তরাষ্ট্,agree
8552,290,ফ দাশ অদম্য মেধাবী আরিফুল,agree
8553,1066,ক্ষম হস্তান্তর নির্বাচন ছাড়া বিকল্প : আনোয়া হোস মঞ্জু,agree
8554,3226,সাংবাদিকদ দায়িত্ব পালন নীতিনৈতিক থাক হবে: তথ্য উপদেষ্,agree
8555,3504,শিবাল ছাত্রী উত্যক্ত করা ছাত্রলীগ ন দণ্ড,unrelated
8556,1689,শিরোপা যুদ্ধ নেম ফ্রান্সক্রোয়েশিয়া,agree
8557,1135,স খুন ঈদ দেখুন কাল পুতুল,agree
8558,2553,ভক্তদ শাহরুখ ঈদ শুভেচ্ছা,unrelated
8559,3808,আবেদন দেরি : ই কৌসু আপিল বিভাগ,unrelated
8560,4146,বিশ্ব বৃহত্তম বাস্তুচ্যুত জনগোষ্ঠী বাংলাদেশ পঞ্চম,agree
8561,2639,কল পড়া সম ড্রাগস নিতাম : রণবী কাপু,unrelated
8562,1923,উদ্ভাবনী শক্তি লাগা সরকারি কর্মচারীদ আহ্বান প্রধানমন্ত্রী,agree
8563,2812,আমেরিকাবাংলাদেশ প্রেসক্লাব দশক পূর্তি উৎ,unrelated
8564,3923,রা অবস্থান ছেড় আন্দোলন চালানো ঘোষণাকারী,agree
8565,2716,দীঘিনালা পঞ্চম শ্রেণি ছাত্রী হত্,unrelated
8566,2006,আওয়ামী লীগ ৩ দিন ক্ষমতা থাক পারব,agree
8567,351,জাফ ইকবাল হামলা: কানাডা প্রতিবাদ অব্যা,unrelated
8568,2005,বিশ্বকাপ গোল বিশ্ব রেকর্ড ব্রাজিল,unrelated
8569,531,লক্ষ্মীপুর ছাল হত্ মামলা মা ৫ যাবজ্জী কারাদণ্ড,unrelated
8570,322,রিয়াল যাচ্ছ নেইমা,agree
8571,421,৬ মামলা হাইকোর্ট একত্র জামিন চাইব খালেদা জিয়া,agree
8572,3109,আসামি হাজি আদাল চলব,unrelated
8573,4096,কলম্বিয়া বড় পরীক্ষা ইংল্যান্ড,unrelated
8574,4124,৮০ সেকেন্ড মৃত্যু ঘট এক নারী,agree
8575,1397,১০০ জি মাইলফলক অতিক্রম করলো,agree
8576,2103,২১ আগস্ট গ্রেনেড হামলা : আসামি যুক্তিতর্ক পেশ অব্যা,unrelated
8577,3516,পাট মেদ ঝরা করণী,unrelated
8578,2685,৬০ ভাগ ড্রামজাত খোলা ভোজ্যতাল ভিটামিন,agree
8579,3768,গ্রি ভয়াবহ দাবানল নি কম ৫০,agree
8580,1444,বাচ্ শেখা প্রক্রিয়া,unrelated
8581,1524,জাতী বিশ্ববিদ্যাল অবকাঠামো নির্মাণ শিগগি,agree
8582,3043,এমআ ছাড়া প্রযুক্তি পণ্য বিক্রি,agree
8583,458,ক্রিকেট ম্যাচ চলাকাল গ্যালারি বি প্রস্তাব,agree
8584,875,ছাত্রলীগ হুমকি চ সাংবাদিক বিভাগ মানববন্ধন পণ্ড,agree
8585,3084,নিউইয়র্ ২৭তম বাংলা বইমেলা,unrelated
8586,3234,কার্ড বৈশাখী কেনাকা অফা,agree
8587,2129,সুইজারল্যান্ড ১০ গোল এ সুইড,unrelated
8588,3046,লেখক চিন্তাবিদ আহমদ ছফা জন্ম ৩০ জুন,agree
8589,2415,মাধবপুর পা পড় ২ শিশু মৃত্যু,unrelated
8590,2508,৭৭ পয়সা মামলা,agree
8591,3312,নেপাল বাণিজ্য মেলা প্রশংসিত ওয়ালটন,unrelated
8592,2769,নাইজেরিয়া জ আশা বাড়ল আর্জেন্টিনা,agree
8593,393,চট্টগ্রাম অর্ধ টাকা ইয়াবা তিন আটক,agree
8594,685,বিশ্ববিদ্যাল মড কলেজ প্রকল্প গ্রহণ হবে: ভি ড. হারুন,unrelated
8595,3751,গার্মেন্ট মজুরি বৃদ্ধি একাত্ম প্রকাশ আন্তর্জাতিক শ্রম অধিকা গ্রুপ,unrelated
8596,3800,সতীর্থদ বড় চিন্ আহ্বান রোনালদো,unrelated
8597,1815,ম হ্যাটট্রি আর্জেন্টিনা বড় জ,agree
8598,3571,বুলবুল মনোনয়ন চূড়ান্ত সিলাট আরিফুল বরিশাল সরোয়ার সম্ভাব,unrelated
8599,1478,৪৭ নদনদী পানি বেড়,unrelated
8600,2529,মার্কিন সহা ছাড়া ইউরোপ রক্ষা,agree
8601,3208,ফেসবু তথ্য নিরাপদ রাখব,agree
8602,3403,শী শিশু যত্ন নেব,unrelated
8603,2368,বিএনপি সংলাপ প্রয়ো নেই: ওবায়দুল কাদ,unrelated
8604,1496,উপস্থাপনা ভুল নড়াইল খালেদা জিয়া জামিন নাকচ,unrelated
8605,936,এদাশ মানুষ বিএন জামায়াত চা : নানক,agree
8606,2339,মেডিক বর্জ্য ব্যবস্থাপনা বিষ প্রতিবেদন চে হাইকোর্ট,unrelated
8607,3188,সাথ,unrelated
8608,1597,ম হা বিশ্বকাপ বোল্ট,agree
8609,1581,স এম,unrelated
8610,3279,রাশিয়া বৈঠ কথা ট্রাম্প জানতেন: সাবেক আইনজীবী,unrelated
8611,2503,কোলানজিওকার্সিনোমা: দুরারোগ্য ক্যান্সার তথ্য,agree
8612,2102,পেট কাট অপারেশন ল্যাপরোস্ক ঢাকা,unrelated
8613,2331,জুলাই ইন্টারনেট কনফারেন্ আয়ো চীন,unrelated
8614,202,পুতিন যুক্তরাষ্ট্ সফর আমন্ত্রণ ট্রাম্প,agree
8615,1550,সুনামগঞ্ ৭০ কেজি গাঁজা গাড়ি জব্দ,agree
8616,4460,প্রশাসন ৫২ ৭৯ পদ সৃ কার্যক্রম চলছে: সংসদ আশরাফ,agree
8617,1621,ফিজিওথেরাপি স্বাভাবিক জী প ২ প্রতিবন্ধী,agree
8618,4503,হারানো মূল্যবোধ ফিরি আন হবে: নারায়ণ চন্দ্ চন্দ,unrelated
8619,3773,বিমানযাত্রী পায়ুপথ আট সোনা,agree
8620,285,২০২১ সাল ঝুঁকিপূর্ণ শিশুশ্রম নিরসন,agree
8621,3270,৩০০ বছ আগ হা লেখা পাঁচ কোরআন শরী সন্ধান,agree
8622,1961,সংস্কৃতি বন্ধন সার্ক উত্,agree
8623,3977,যুদ্ধাপরাধ অভিযোগ ওয়াহিদুল হক কারাগার,unrelated
8624,766,রমজান শ্বাসকষ্ট রোগী করণী,agree
8625,676,সাভার ছ মৌজা গাজীপু সি অন্তর্ভূক্তি বৈধ রিট,unrelated
8626,3277,গুঞ্ আনুষ্ঠানিক ঘোষণা দিবো,agree
8627,1335,লেগুনা রেষারেষি বা সংঘর্ষ নি ৩,unrelated
8628,3535,কো সংস্কার আন্দোলন ভিন্নখা চা সরকা : সুপ্রিম কোর্ট,agree
8629,2158,উপস্থাপনা ভুল নড়াইল খালেদা জিয়া জামিন নাকচ,agree
8630,2980,আবারো ইউটিউব সিলভা প্ল বাটন প রবিট মিনিট স্কুল,unrelated
8631,283,সপ্তাহ খোঁজ মেলেনি এনজি কর্মচারী সঞ্জ,unrelated
8632,3598,কর্ম অতিরিক্ত বন্ধু সম্পদ দায়বদ্ধ,agree
8633,1270,চাকরি খব মিলব অ্যাপ,agree
8634,3218,সাংবাদিক মঈনুল আলম,agree
8635,3262,সৌদি আরব নির্যাতন মুখ আশ্র কেন্দ্র ছুট বাংলাদেশি নারী গৃহকর্মী,unrelated
8636,4160,জ নৃবিজ্ঞান বিভাগ প্রতিষ্ঠাবার্ষিকী র‌্যা,unrelated
8637,250,টরন্টো শাহজাহান বাচ্চু হত্ প্রতি সমা,unrelated
8638,846,সেশনজট কম বেগম রোকেয়া বিশ্ববিদ্যাল,unrelated
8639,4360,ছয়মা নির্যাতন শিকা ২০৬৩ নারী কন্যাশিশু,agree
8640,4330,আফগানিস্তান সরকারি ভবন হামলা নি ১৫,unrelated
8641,2934,সিলিন্ডা বিস্ফোরণ : কর্মজীবন প্ কুয়াট ৪ শিক্ষার্থী,agree
8642,1949,পাকিস্তান নির্বাচন চাচাত বোন প্রার্থী ভ তোপ মুখ শাহরুখ,unrelated
8643,3332,নির্বাচন মিথ্ বিএনপি চিরাচরিত অভ্যাস: নানক,unrelated
8644,4502,সুইডেনস্থ বাংলাদেশ দূতাবা উন্নয়নশীল দাশ যোগ্য অর্ স্বীকৃতি উদযাপন,agree
8645,2029,বিদায়বেলা ভক্তসমর্থকদ উদ্দাশ রোনালদো খোলা চিঠি,unrelated
8646,361,ডেসটিনি বিলুপ্তি হাইকোর্ট আদেশ আরো ৪ সপ্তাহ স্থগিত,unrelated
8647,1576,বাউ প্রোগ্রাম পরীক্ষা স্থগিত,unrelated
8648,2719,১২ লাখ টাকা বিকল্প বাজেট প্রস্তাব,unrelated
8649,1035,মানিকগঞ্ সাপ কামড় এক মৃত্যু,agree
8650,1569,টাঙ্গাইল ক অঞ্চল নির্বাহী ম্যাজিস্ট্রেট হাইকোর্ট তলব,unrelated
8651,2856,ধামরাই সংঘর্ষ আ ব্যক্তি মৃত্যু,unrelated
8652,3422,দীর্ঘ ইরফান টুইট,unrelated
8653,2818,মিরপুর নিম্নমধ্যবিত্ ২ ৬০০ ফ্ল্যাট,agree
8654,3961,কা কলম পুরস্কা পে ছ তরুণ কবিলেখক,unrelated
8655,1347,কাল ফাইনাল ওঠা লড়া,agree
8656,90,আইনজী ধারণকৃত অডি সম্ভবত বৈধ নয়: ট্রাম্প,unrelated
8657,3729,বিশ্বস্ত গৃহকর্মী কিশো ছাল হন্তারক,agree
8658,3373,রিজেন্ট এয়ারওয়াজ ঈদ প্যাকেজ,agree
8659,668,অভিন অভিষেক ঘ অমিতাভ কন্,agree
8660,737,সুজানগর পেঁয়াজ দাম কম মণ ১ টাকা,agree
8661,2887,সংসদ নির্বাচন ইভিএম ব্যবহার প্রস্তুতি নি ই,agree
8662,2278,উচ্চ রক্তচাপ করণী,unrelated
8663,723,ট্রাম্প বৈঠক ইস্যু মার্কিন গণমাধ্যম তীব্ সমালোচনা পুতিন,agree
8664,956,রম ইন্টার্ন চিকিৎসকদ কর্মবিরতী,unrelated
8665,2811,খুলনা নির্বাচন প্রশ্নবিদ্ধ চা বিএনপি: তোফায়,unrelated
8666,3916,লংগদু অগ্নিসংযোগ ভাঙচুর এক বছর প্রতিশ্রুতি বাস্তবায়িত হয়নি,unrelated
8667,836,মিয়ানমার গিরিখা ট্রাক পড় নি ৮ বিচ্ছিন্নতাবাদী,agree
8668,2799,খাগড়াছড়ি ছুরিকাঘা স্ত্রী খুন স্বামী আ,unrelated
8669,4216,অসুস্থ স্ত্রী পাশ থাক ক্রিকেট দূর,unrelated
8670,3966,বয়স বাড়ি মা বি দেয়া বাবা কারাগার,unrelated
8671,287,মক্কা আরো ৩ বাংলাদেশি হজযাত্রী মৃত্যু,unrelated
8672,3459,পর্যটন কেন্দ্ নির্মাণ ডিসিদ উদ্যোগ হবে: পর্যটনমন্ত্রী,agree
8673,1766,রাজধানী উত্তরা সড়ক দুর্ঘটনা বৃদ্ধ নি,agree
8674,261,গরম অন্দর থাকুক প্রশান্তি,unrelated
8675,3611,কান্ট্রি ব্র্যান্ডিং ভূমিকা রাখব অগমেডিক্স: পলক,unrelated
8676,1262,রাজশাহী বন্দুকযুদ্ধ মাদক বিক্র নি,agree
8677,2260,ঢা চারুকলা বিভাগ ঢাকা কলাজ সংঘর্ষ আ ১০,agree
8678,2641,রে হার্ট অবস্থা,unrelated
8679,3517,বিচারবহির্ভূত হত্যাকাণ্ড বিরুদ্ধ প্রতিরোধ গড় তুলুন: ফখরুল,agree
8680,2931,হোমনা ধর্ষণ মামলা আসামি গ্রেফতার দা মানবন্ধন,unrelated
8681,1145,আইফোনআসক্তি ঠেকা বিনিয়োগকারীদ আহ্বান,unrelated
8682,1093,বিএন আকাশ ঠিকানা ভিত্তিহীন অভিযোগ ফিরিস্তি পাঠাচ্ছে: ইনু,unrelated
8683,1348,মনমো সিং বায়োপিক দি অ্যাক্সিডেন্টাল প্রাইম মিনিস্,agree
8684,434,স্পেনইরান ম্যাচ প্রথমার্ধ গোলশূন্য,agree
8685,2418,গারো মামেয় হত্ : প্রতিবেদন দাখিল ১৩ আগস্ট,agree
8686,2242,ইমরান খান প্রধানমন্ত্রী হ স্বপ্ন সত্যি হ সম্ভাব কতটুকু,agree
8687,529,জাতী নির্বাচন দলী মনোনয়ন চমক আস : ওবায়দুল কাদ,unrelated
8688,4199,অনলাইন ফিজিওথ পরামর্শ,agree
8689,4108,দূষিত পানি পানযোগ্য আশ্চর্য স্ট্,unrelated
8690,1880,চিয়েভো এ্যাও ম্যাচ জুভেন্ হ অভিষেক রোনালদো,agree
8691,3789,ফিরোজা বেগম স্মৃতি স্বর্ণপদক পাচ্ছ রু লায়লা,agree
8692,1072,বাড্ডা সড়ক দুর্ঘটনা রিকশাচালক নি,agree
8693,852,বৈশাখী আয়ো খিলগাঁও সেইল,agree
8694,3314,মুম্বাই বঙ্গবন্ধু জন্মবার্ষি জাতী শিশু দিবস উদযাপন,unrelated
8695,3199,সাভার চো সন্দাহ গণধোলাই যুব মৃত্যু,agree
8696,3366,গ্রুপ চ্যাম্পিয়ন হ শেষ ষোলো ব্রাজিল,agree
8697,494,বিশ্বকাপ ফাইনাল উপস্থিত পুতিন,agree
8698,252,চাটমোহর শ্রেণি ছাত্রী শ্লীলতাহানী,agree
8699,3402,পর্তুগাল এক দল নয়: সান্তোস,agree
8700,2384,সারফারোশ২ আমির বিকল্প আব্রাহাম,unrelated
8701,4393,টেলিভিশন এবার ঈদ সিনেমা,agree
8702,1780,২১ আগস্ট মামলা : আসামি যুক্তিতর্ক পেশ অব্যা,unrelated
8703,2435,মহাকাশ স্টেশন একবছ কাটানো নভোচারী ডিএন পাল্ট গেছে: নাসা,unrelated
8704,353,গাজীপুর প্রতিযোগিতামূলক সুষ্ঠু নির্বাচন হবে: এলজিআরডি মন্ত্রী,agree
8705,1246,যুক্তরাষ্ট্র আন্তর্জাতিক সম্মেলন বাঙা উত্থান বর্ণাঢ্য ইতিহাস,agree
8706,2623,বেস সফটএক্সপো উদ্বোধন,unrelated
8707,1457,সিংগাইর গাড়িচালক নাজমুল হত্ মামলা এক যাবজ্জী,agree
8708,909,অটোবা ওড় পেঁচি মাথা বিচ্ছিন্ন হ কিশোরী মৃত্যু,unrelated
8709,2186,নিয়মিত কফি পান দীর্ঘায়ু,agree
8710,3061,সুশীল সমাজ বাংলাদাশ উন্নতি না: সজীব ওয়াজেদ,unrelated
8711,2904,হবু স্বামী ব্রিটিশ রাজপরিবার প্রিয়াঙ্কা,agree
8712,1716,২১ আগস্ট মামলা আসামি যুক্তিতর্ক পেশ অব্যা,agree
8713,4290,ঢাকা অস্ট্রেলিয়া ভিসা অফ দিল্ স্থানান্ত,unrelated
8714,1385,পণ্য রিভিউ প ইজরিপ,agree
8715,4462,শোকাবহ আগস্ট কাল,unrelated
8716,1389,কূটনীতিকদ সাথ আওয়ামী লীগ আন্তর্জাতিক বিষয়ক উপকমি ব্রিফিং,unrelated
8717,3129,ফারমার্স ব্যাং চিশতী দুইদিন রিমান্ড,agree
8718,1637,বেলজিয়ামপানামা ম্যাচ প্রথমার্ধ গোলশূন্য,unrelated
8719,2900,জাতী বিশ্ববিদ্যাল ২ বর্ষ অনার্স পরীক্ষা ফরমপূরণ,unrelated
8720,2475,বি সাক্ষাৎকা পাকিস্তান তুমুল বিতর্ক,unrelated
8721,162,নির্বাচনী বছর ঋণ লাগাম টান আস মুদ্রানীতি,unrelated
8722,3993,জাফ ইকবাল হামলা: কানাডা প্রতিবাদ অব্যা,agree
8723,3370,জ ছাত্ আরি পরিবার ধারণা পরিকল্পিত হত্যাকাণ্ড,agree
8724,4319,ভ রাজ্ ভ ধ্বস মৃত ৪,unrelated
8725,4026,স্বর্ণ কেলেঙ্কারি ঘটনা গভর্নর পদত্যাগ উচিত: মওদুদ,agree
8726,4136,ম হ্যাটট্রি আর্জেন্টিনা বড় জ,unrelated
8727,2292,কেমন পছন্দ পাঞ্জা,unrelated
8728,1805,বেঙ্গল উচ্চাঙ্গ সংগীত উত্,agree
8729,2374,বছর আয়ক আহরণ দ্বিগুণ বেড় : অর্থমন্ত্রী,unrelated
8730,2295,ভাই জীবন কোহ শুভেচ্ছা,agree
8731,3923,স্টোকহোম লিভারপুল শাকিরি,unrelated
8732,3573,আর্জেন্টিনা গ্রুপপর্ব পা হ ম্যারাডোনা সংশ,agree
8733,1215,আক্কেলপুর চালক গলাকাট হত্ অটোরিকশা ছিন,agree
8734,1964,তাড়াশ শিক্ষ থাপ্ জ্ঞান হারালো ৯ম শ্রেণি ছাত্রী,unrelated
8735,496,পা টিলা কিন প্রতারিত হচ্ছ কৃষ,agree
8736,238,গণবিস্ফোরণ সরকার পতন হবে: মওদুদ,agree
8737,114,প্রিয়া পারিশ্রমিক রু,unrelated
8738,3605,ভোট শান্তিপূর্ণ : খায়রুজ্জামান লিটন,agree
8739,823,সেমিফাইনাল ভীত বেলজিয়াম,agree
8740,4075,রং চা উপকারি,agree
8741,3066,সাতক্ষীরা ধর্ষণ পাচার মামলা ৩ সশ্রম যাবজ্জী,unrelated
8742,4554,ফেইসবুক তথ্য কেলেঙ্কারি নাম কানাডিয়ান কোম্পানি,agree
8743,1571,রাজধানী শিক্ষা প্রতিষ্ঠান অঘোষিত ছু,unrelated
8744,2194,স্বজনদ ঈদ ঘণ্ কাটল খালেদা জিয়া,unrelated
8745,284,মাত্ যুক্ত ইকমার্স খা,agree
8746,1896,৪ ৫ বৃষ্টিপাত অব্যা থাক,unrelated
8747,1790,আমদানিরফতানি পণ্য খালা এ সুবিধা,agree
8748,693,৩৮১ টাকা রাষ্ট্রী কোষাগার জমা দি বিমান,agree
8749,118,ইতিহাস জার্মানি,agree
8750,2381,খুলনা আধুনিক রেলস্টেশন সেপ্টেম্বর উদ্বোধন প্রধানমন্ত্রী,agree
8751,3211,গ্রি জাতি জন্মবার্ষি জাতী শিশু দিবস উদযাপিত,unrelated
8752,2573,১৭ বছ ব রাজ্য গর্ভন প্রার্থী,agree
8753,2849,চাল দাম বেড়,unrelated
8754,2674,ধামরাই এক নারী ঝুলন্ত লাশ উদ্ধা,agree
8755,3256,বাংলাদাশ ৮৮ ভাগ মানুষ নিরাপদ পানি আওতা,agree
8756,3977,পাটবোঝা ট্রাক উল্ট পড় চা সিএনজি ও,agree
8757,2963,নেদারল্যান্ড বাংলাদেশ নারী ক্রিকেট দল লাল গালিচা সংবর্ধ,agree
8758,3660,ভ ছাড়া মেডিক কলেজ হাসপাতাল,unrelated
8759,3580,নভোএয়ার মোবাইল অ্যাপ্লিকেশন,agree
8760,2755,রোহিঙ্গা নির্যাতনকারীদ দায়ীদ বিরুদ্ধ অবরোধ আরোপ আহ্বান,unrelated
8761,1977,রাকাব ৪০ টাকা পরিচালন মুনাফা অর্,agree
8762,96,শনি রাজধানী য রাস্ বন্ধ,unrelated
8763,1304,রাজধানী ধানমন্ডি ভ পড় ৩ শ্রমি মৃত্যু,unrelated
8764,559,ঢাকেশ্বরী মন্দির সেবায়েত নিয়োগ প্রশ্ন রুল জারি,unrelated
8765,2743,ঈদ উপলক্ষ ভাড়া কমাল ইউএসবাংলা এয়ারলাইন্স,unrelated
8766,1483,খিলগাঁও ৬শ টাকা খুন,unrelated
8767,1043,বড় পর্দা খেলা দেখা ব্যাঙ্ক ১৫ লাখ টাকা ঋণ,unrelated
8768,268,ইসলাম শিক্ষা সমুন্নত আহ্বান প্রধানমন্ত্রী,agree
8769,341,সৌ ওমরাহ্ পালন বাংলাদেশি মৃত্যু,agree
8770,1237,ইংল্যান্ড হারি বেলজিয়াম তৃতী,unrelated
8771,4503,উৎসবমুখ পরিবাশ মুম্বাই উন্নয়ন মেলা,agree
8772,1118,ভারতী উদ্যোক্ বিনিয়োগ আহ্বান শিল্পমন্ত্রী,unrelated
8773,3898,ভেড়ামারা অভিযান গ্রেফ ৯,agree
8774,3663,অতিরিক্ত পর্ন দেখল য মারাত্মক ক্ষতি,agree
8775,570,খালেদা জিয়া মুক্তি দা আইনজীবীদ অবস্থান কর্মসূচি,agree
8776,3453,ম্যাচ রাশিয়া নজরকাড়া জ,unrelated
8777,2915,ভারতপাকিস্তান থাইল্যান্ড উড়ি দিলো মা,agree
8778,1876,দুদক হয়রানি উদ্যেশ্ না: দুদক চেয়ারম্,unrelated
8779,950,শনি মাঠ নাম আর্জেন্ প্রতিপক্ষ নবাগত আইসল্যান্ড,unrelated
8780,1019,বা আগাম টিকিট বিক্রি ৫ আগস্ট,unrelated
8781,3345,নির্বাচন ফলাফল আসুক মান নেব : সাদেক আবদুল্লাহ,unrelated
8782,986,এশিয়া কাপ ভারত হারাল বাংলাদেশ,unrelated
8783,4265,জ্যাম ছ মহরত ওবায়দুল কাদ,agree
8784,4274,ঈদ তিন রুট ২০১৮ টাকা নভোএয়ার ভ্রমণ সুযোগ,unrelated
8785,665,হার্ডওয়্ সেমিকন্ডাক্ট শিল্প উজ্জ্বল সম্ভাব,agree
8786,2464,ঢা অধ্যাপক আসিফ নজরুল জু মা হুম,unrelated
8787,2801,শাহবাগ র‍্যাব হা আটক ইমরান এইচ সরকা,unrelated
8788,185,আদনান হত্ মামলা: প্রতিবেদন দাখিল ৯ সেপ্টেম্ব,agree
8789,3959,আফগানিস্তান সিরি প্রধান কোচ ওয়ালশ,unrelated
8790,2888,আওয়ামী লীগ ৩ দিন ক্ষমতা থাক পারব,unrelated
8791,4559,রাশিয়া পোশাক রফতা কো ফ্রি সুবিধা চাই বাণিজ্যমন্ত্রী,agree
8792,3926,আটলান্টিক সি ঢালিউড অ্যাওয়ার্ড ১৭তম আস,unrelated
8793,2547,বাকৃ অনুষ্ঠানস্থল আগুন : ঘট তদন্ কমি গঠন,agree
8794,3733,মূল্ পা স্বাধীন লক্ষ্যার্জন হবে: পররাষ্ট্ প্রতিমন্ত্রী,agree
8795,3164,ইনজুরি কাউন্ ছিট গে কোহ,unrelated
8796,3102,৩ সি একক প্রার্থী দাব ২০ দল,agree
8797,1088,খুলনা আধুনিক রেলস্টেশন সেপ্টেম্বর উদ্বোধন প্রধানমন্ত্রী,unrelated
8798,3126,বাঘা বাল্য বি পালি মামলা নি পুলিশ,agree
8799,2219,পরিবার ৪ জন ৫ যাবজ্জী,agree
8800,3581,ঋণ মঞ্জুরিপত্ বাংলা প্রণয়ন বাধ্যতামূলক,agree
8801,2483,লাগ তেজপা ত,agree
8802,699,গাজীপু নির্বাচন সুষ্ঠুশান্তিপূর্ণ হয়েছে: রিটার্নিং কর্মকর্,unrelated
8803,2038,মাহ হাত রাঙা ব্যস্ত নারী,agree
8804,2761,রাইড শেয়ারিং প্লাটফর্ম মুভ বাইক বিডি চুক্তি,unrelated
8805,2721,মাদকবিরোধী অভিযান রাজধানী ৯৬ গ্রেফ,unrelated
8806,3667,ভোট পা নাগরিক তালিকা বিজেপি: মম,agree
8807,1783,ঘড়ি মেরামত কেন্দ্ জ শিক্ষার্থীব্যবসায়ী সংঘর্ষ ভাঙচু,unrelated
8808,606,আইসিএসএফকমলা কালেক্টিভ উপস্থাপনা ১৯৭১ নারী নির্যাতন,unrelated
8809,96,ম্যানসি চুক্তি মেয়াদ ২০২১ সাল বাড়া গার্দিওলা,agree
8810,2040,বাংলাদেশওয়েস্ট ইন্ডিজ টিটোয়েন্ বৃষ্ কারণ বন্ধ,unrelated
8811,3688,পুতিন যুক্তরাষ্ট্ সফর আমন্ত্রণ জানা ট্রাম্প,unrelated
8812,2859,বিএনপি উচিৎ নির্বাচনমূখী হ : বাণিজ্যমন্ত্রী,agree
8813,2269,লাল মাংস বাওয় ক্যান্সা,agree
8814,2586,বিপদ বুঝ ওবায়দুল কাদার দৌড়াদৌড়ি শুরু: মোশাররফ,unrelated
8815,2288,ধানমন্ডি তিতা সাবেক উপজেলা চেয়ারম্ নিখোঁজ,unrelated
8816,2293,মেহেরপুর এক ব্যক্তি ৯ বছর কারাদণ্ডাদেশ,unrelated
8817,2883,ঢাকাস্থ ফুলবাড়িয়া সমিতি ইফ মাহফিল অনুষ্ঠিত,unrelated
8818,500,হার্ডওয়্ সেমিকন্ডাক্ট শিল্প উজ্জ্বল সম্ভাব,unrelated
8819,2244,আসামি হাজি আদাল চলব,agree
8820,2012,ব্রাজিল অভিযোগ আমল নেয়নি ফিফা,unrelated
8821,178,বঙ্গবন্ধু সুযোগ্য কন্ সোনা বাংলা গড় করবো: আইনমন্ত্রী,unrelated
8822,1398,টিআরএন সভাপতি সজল সম্পাদক সমী,unrelated
8823,1407,রাজশাহী ঋত্বিক সম্মান পদক বিতরণ চলচ্চিত্ উৎ,unrelated
8824,1097,সংস্কৃতি মন দূরত্ব কমি আন : অর্থমন্ত্রী,unrelated
8825,1131,বিরুষ্কা আইনি নোটিশ,unrelated
8826,3777,কা অবরোধ জাতিসংঘ আদাল রুল,unrelated
8827,2658,প্রজ্ঞাপন জারি দা দীর্ঘ ৬ ঘন্ সড়ক অবরোধ,agree
8828,868,শিক্ষার্থীদ কোচিং বাধ্য শিক্ষ,unrelated
8829,1191,খালেদা জিয়া মুক্ত এক পথ রাজপথ: মওদুদ,unrelated
8830,2361,কারাগা নওয়াজ শরীফ বল ভোট সম্মান রাখুন,unrelated
8831,2723,শহীদ মিনার শিক্ষকশিক্ষার্থীদ ও ছাত্রলীগ হামলা,unrelated
8832,2998,নাগরিকত্ব হারানো ভ আসাম দেড় মানুষ,agree
8833,4288,ওয়েঙ্গার উত্তরসূরি এমেরি,unrelated
8834,3830,১২ বছ ব আত্মহত্ কথা ভাব দঙ্গলকন্ জা,unrelated
8835,3243,কৃষকদ ১২০০ ডলা প্রদান ট্রাম্প,unrelated
8836,3030,ধর্মীয় অনুভূতি আঘাত: খালেদা বিরুদ্ধ প্রতিবেদন ২৪ এপ্রিল,unrelated
8837,3609,অ্যান্টিগা পৌঁছ বাংলাদেশ দল আগামীকাল প্রস্তুতি ম্যাচ,unrelated
8838,130,খালেদা জিয়া সিএমএইচ চিকিৎসা রাজি হননি,agree
8839,3718,পেঁয়াজ সবজি দাম বাড়তি কম ব্রয়লা,agree
8840,2955,ঢাকা দক্ষিণ করপোরেশন মালামাল ক্র অনিয়ম,agree
8841,2334,ড. জাফ ইকবাল হামলা প্রতি কানাডা নিন্দা প্রতিবাদ সভা,agree
8842,3353,বিশ্বকাপ আ পুরো দাতব্য সংস্থা দিচ্ছ এমবাপ,unrelated
8843,1520,পোড়ামন টু ই,agree
8844,2672,তামিমমাহমুদউল্লাহ দুর্দান্ত ব্যাটিং বাংলাদাশ সংগ্রহ ৩০১,agree
8845,4089,সাভার ধর্ষণ প্রতিবাদ করা হামলা নি ১,agree
8846,1717,সাবএডিট কাউন্সিল জাতী প্রেসক্লাব সদস্য মোস্তাক এলাহী ইন্তেকাল,agree
